customer_id,country,device_type,is_prime_member,lifetime_orders,risk_segment,phish_messages,has_phishing_history,interactions_clicked_link,interactions_entered_credentials,interactions_ignored,interactions_opened,interactions_reported_as_phish,suspicious_login_events,suspicious_logins_after_phish,orders_total_value,orders_avg_value,orders_cnt,fraud_orders_after_phish,incident_count,risk_score_raw,risk_score,risk_bucket
C100946,US,web,True,27,medium,16,True,2,1,4,13,0,1.0,1.0,559.95,111.99,5,0.0,1.0,22.0,55.276381909547744,high
C100947,ES,web,False,5,low,22,True,3,0,6,16,5,0.0,0.0,49.98,24.99,2,0.0,0.0,11.2,28.14070351758794,medium
C100948,MX,mobile,False,11,low,16,True,1,0,6,8,1,0.0,0.0,79.99,79.99,1,0.0,0.0,8.1,20.35175879396985,medium
C100949,ES,both,True,21,medium,15,True,1,0,3,13,2,0.0,0.0,99.97,33.32333333333333,3,0.0,0.0,7.8,19.597989949748744,low
C100950,UK,web,True,17,low,17,True,2,1,4,11,0,1.0,1.0,878.98,292.99333333333334,3,1.0,2.0,29.3,73.61809045226131,critical
C100951,IN,mobile,True,6,low,20,True,5,0,4,17,2,0.0,0.0,102.96,25.74,4,0.0,0.0,10.4,26.13065326633166,medium
C100952,US,mobile,True,47,medium,22,True,2,0,7,13,8,0.0,0.0,37.98,18.99,2,0.0,0.0,11.2,28.14070351758794,medium
C100953,AU,web,False,24,low,22,True,2,0,10,17,0,0.0,0.0,274.98,137.49,2,0.0,0.0,11.2,28.14070351758794,medium
C100954,US,mobile,False,18,low,24,True,0,0,7,12,1,0.0,0.0,239.98,119.99,2,0.0,0.0,12.2,30.653266331658294,medium
C100955,UK,both,False,22,medium,19,True,1,0,4,13,2,0.0,0.0,469.93,67.13285714285715,7,0.0,0.0,10.2,25.628140703517587,medium
C100956,US,web,False,25,low,15,True,4,0,3,15,1,0.0,0.0,119.97,39.99,3,0.0,1.0,12.8,32.16080402010051,medium
C100957,US,both,False,37,medium,27,True,3,1,2,22,7,1.0,1.0,215.95,43.190000000000005,5,0.0,1.0,27.5,69.09547738693468,high
C100958,DE,web,True,34,medium,12,True,0,0,4,7,0,0.0,0.0,119.98,59.989999999999995,2,0.0,0.0,6.2,15.577889447236181,low
C100959,US,both,True,40,medium,19,True,2,1,4,14,2,1.0,1.0,129.97,43.32333333333333,3,1.0,2.0,30.3,76.13065326633166,critical
C100960,US,mobile,True,60,high,15,True,1,0,0,13,4,0.0,0.0,1656.96,331.392,5,0.0,0.0,8.0,20.100502512562816,medium
C100961,MX,both,True,37,medium,22,True,4,0,3,21,1,0.0,0.0,277.95000000000005,55.59000000000001,5,0.0,0.0,11.5,28.894472361809047,medium
C100962,CA,web,True,36,medium,21,True,4,1,5,18,0,1.0,1.0,379.9500000000001,75.99000000000001,5,0.0,1.0,24.5,61.557788944723626,high
C100963,BR,mobile,True,21,medium,21,True,3,0,4,17,2,0.0,0.0,82.97,27.656666666666663,3,0.0,0.0,10.8,27.1356783919598,medium
C100964,CA,both,True,33,medium,21,True,6,0,2,17,0,0.0,0.0,82.96000000000001,20.74,4,0.0,0.0,10.9,27.386934673366834,medium
C100965,AU,web,False,13,low,19,True,2,0,3,16,1,0.0,0.0,155.97,51.99,3,0.0,0.0,9.8,24.62311557788945,medium
C100966,US,mobile,True,11,low,29,True,3,0,8,20,3,0.0,0.0,918.98,306.32666666666665,3,0.0,0.0,14.8,37.185929648241206,medium
C100967,ES,both,True,29,medium,16,True,2,0,5,15,1,0.0,0.0,219.97,73.32333333333334,3,0.0,0.0,8.3,20.854271356783922,medium
C100968,US,both,False,28,medium,22,True,2,0,5,17,2,0.0,0.0,1221.98,407.32666666666665,3,0.0,0.0,11.3,28.39195979899498,medium
C100969,US,mobile,False,16,low,24,True,1,0,10,15,1,0.0,0.0,39.99,39.99,1,0.0,0.0,12.1,30.40201005025126,medium
C100970,IN,mobile,True,10,medium,15,True,3,1,4,14,1,0.0,0.0,1298.99,649.495,2,0.0,0.0,11.7,29.39698492462312,medium
C100971,CA,mobile,True,11,low,23,True,2,0,7,17,4,0.0,0.0,12.99,12.99,1,0.0,0.0,11.6,29.14572864321608,medium
C100972,IN,mobile,True,26,medium,24,True,5,0,3,18,1,0.0,0.0,199.96,49.99,4,0.0,0.0,12.4,31.155778894472363,medium
C100973,DE,web,False,10,low,24,True,2,1,7,13,3,0.0,0.0,783.97,195.9925,4,0.0,0.0,16.4,41.20603015075377,high
C100974,IN,web,False,4,low,18,True,1,0,6,14,1,0.0,0.0,49.99,49.99,1,0.0,0.0,9.1,22.864321608040203,medium
C100975,BR,web,False,16,low,21,True,3,1,6,18,3,0.0,0.0,99.98,49.99,2,0.0,0.0,14.7,36.934673366834176,medium
C100976,UK,web,True,5,low,15,True,0,0,5,11,0,0.0,0.0,214.97000000000003,71.65666666666668,3,0.0,0.0,7.8,19.597989949748744,low
C100977,MX,web,False,19,medium,21,True,4,0,2,16,2,0.0,0.0,42.98,21.49,2,0.0,0.0,10.7,26.884422110552766,medium
C100978,IN,mobile,True,7,medium,25,True,5,0,5,19,3,0.0,0.0,259.94,43.32333333333333,6,0.0,0.0,13.1,32.91457286432161,medium
C100979,ES,both,True,16,low,20,True,2,0,4,12,1,0.0,0.0,52.98,26.49,2,0.0,0.0,10.2,25.628140703517587,medium
C100980,FR,both,False,16,medium,14,True,0,0,5,9,0,0.0,0.0,32.98,16.49,2,0.0,0.0,7.2,18.090452261306535,low
C100981,US,both,False,22,low,19,True,0,0,4,17,0,0.0,0.0,423.99,211.995,2,0.0,0.0,9.7,24.371859296482413,medium
C100982,UK,mobile,False,6,low,18,True,3,0,4,17,6,0.0,0.0,119.98,59.989999999999995,2,0.0,0.0,9.2,23.115577889447234,medium
C100983,US,mobile,True,35,medium,18,True,3,1,3,16,1,1.0,1.0,786.97,196.7425,4,1.0,2.0,29.9,75.12562814070353,critical
C100984,AU,web,True,12,medium,14,True,0,0,3,7,4,0.0,0.0,369.94000000000005,61.65666666666667,6,0.0,0.0,7.6,19.095477386934675,low
C100985,US,mobile,False,32,low,24,True,3,0,9,19,2,0.0,0.0,39.99,39.99,1,0.0,1.0,17.1,42.964824120603026,high
C100986,US,mobile,True,10,medium,19,True,3,1,5,13,3,0.0,0.0,234.97,78.32333333333334,3,0.0,0.0,13.8,34.67336683417086,medium
C100987,US,mobile,True,20,medium,13,True,4,0,3,12,0,0.0,0.0,149.99,149.99,1,0.0,0.0,6.6,16.582914572864322,low
C100988,CA,mobile,False,34,medium,15,True,1,0,4,12,4,0.0,0.0,169.97,56.656666666666666,3,0.0,1.0,12.8,32.16080402010051,medium
C100989,FR,mobile,False,27,low,22,True,4,0,5,15,0,0.0,0.0,112.98,56.489999999999995,2,0.0,0.0,11.2,28.14070351758794,medium
C100990,US,both,False,34,medium,13,True,5,0,3,12,0,0.0,0.0,232.97000000000003,77.65666666666668,3,0.0,0.0,6.8,17.085427135678394,low
C100991,IN,mobile,False,9,low,25,True,3,0,3,22,2,0.0,0.0,159.98000000000002,79.99000000000001,2,0.0,0.0,12.7,31.90954773869347,medium
C100992,US,mobile,True,38,medium,16,True,1,0,3,16,2,0.0,0.0,44.97,14.99,3,0.0,0.0,8.3,20.854271356783922,medium
C100993,US,web,False,38,medium,18,True,3,0,4,12,1,0.0,0.0,42.97,14.323333333333332,3,0.0,0.0,9.3,23.366834170854275,medium
C100994,DE,mobile,True,31,medium,12,True,1,0,3,4,1,0.0,0.0,9.99,9.99,1,0.0,0.0,6.1,15.326633165829147,low
C100995,IN,both,True,33,medium,10,True,0,0,3,8,1,0.0,0.0,42.97,14.323333333333332,3,0.0,0.0,5.3,13.316582914572866,low
C100996,ES,mobile,True,42,medium,16,True,2,0,6,11,2,0.0,0.0,189.96,47.489999999999995,4,0.0,0.0,8.4,21.105527638190956,medium
C100997,IN,web,False,29,medium,24,True,4,1,4,19,4,1.0,1.0,852.9,85.28999999999999,10,0.0,1.0,26.5,66.58291457286433,high
C100998,CA,web,False,21,medium,16,True,1,0,3,12,2,0.0,0.0,74.98,37.49,2,0.0,0.0,8.2,20.603015075376884,medium
C100999,US,mobile,True,53,medium,23,True,4,1,5,17,4,1.0,1.0,129.97,43.32333333333333,3,0.0,1.0,25.3,63.56783919597991,high
